sample,haplotype,file_location,annotation_type,reference
NA20129,,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA20129.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,
NA21309,,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA21309.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,
HG002,,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG002.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG00438,,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00438.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG005,,s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG005.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG00621,,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00621.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG00673,,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00673.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG00733,,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00733.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG00735,,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00735.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG00741,,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00741.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01071,,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01071.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01106,,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01106.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01109,,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01109.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01123,,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01123.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01175,,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01175.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01243,,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01243.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01258,,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01258.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01358,,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01358.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01361,,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01361.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01891,,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01891.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01928,,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01928.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01952,,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01952.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG01978,,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01978.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02055,,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02055.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02080,,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02080.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02109,,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02109.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02145,,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02145.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02148,,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02148.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02257,,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02257.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02486,,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02486.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02559,,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02559.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02572,,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02572.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02622,,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02622.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02630,,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02630.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02717,,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02717.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02723,,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02723.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02818,,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02818.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG02886,,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02886.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03098,,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03098.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03453,,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03453.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03486,,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03486.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03492,,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03492.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03516,,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03516.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03540,,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03540.hifi.flagger_final.simplified.bed,flagger_all_file_location,
HG03579,,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03579.hifi.flagger_final.simplified.bed,flagger_all_file_location,
NA18906,,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA18906.hifi.flagger_final.simplified.bed,flagger_all_file_location,
NA19240,,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA19240.hifi.flagger_final.simplified.bed,flagger_all_file_location,
NA20129,,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA20129.hifi.flagger_final.simplified.bed,flagger_all_file_location,
NA21309,,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA21309.hifi.flagger_final.simplified.bed,flagger_all_file_location,
