100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,MM_remove,MM_review,MM_tag,N25,N50,N75,accession,barcode,basecaller,basecaller_model,basecaller_version,basecalling_version,bioproject_accession,biosample_accession,ccs_algorithm,cell_type,check-flnc reads,coverage,data_type,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,iso_filename,iso_library_id,jasmine_version,library_ID,library_layout,library_selection,library_source,library_strategy,lima_float_version,lima_version,max,mean,min,notes,ntsm_score,path,pbtrim_version,platform,platform_unit_1,platform_unit_2,polymerase_version,pool,primrose_filename,production,quartile_25,quartile_50,quartile_75,read_N50,refine_version,sample_ID,seq_kit,seq_plate_chemistry_version,sequencing_chemistry,shear_method,similarity,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,file_size
8.03,0.0,0.54,0.05,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313823,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26237507,N/A,N/A,N/A,32.31,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02602,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.323213,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,65361.0,N/A,HG02602,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,106.62,N/A,N/A,2.0,HG02602,PK09,male,PJL,SAS,YR2,89087597161
6.93,0.0,0.46,0.04,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313823,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26237507,N/A,N/A,N/A,29.12,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02602,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.341738,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,63774.0,N/A,HG02602,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,96.1,N/A,N/A,0.0,HG02602,PK09,male,PJL,SAS,YR2,80427211161
5.14,0.0,0.32,0.03,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313823,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26237507,N/A,N/A,N/A,21.66,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02602,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.344395,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,63732.0,N/A,HG02602,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,71.47,N/A,N/A,1.0,HG02602,PK09,male,PJL,SAS,YR2,59786911504
8.59,0.0,0.92,0.07,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313824,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26237508,N/A,N/A,N/A,27.9,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02615,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.28681,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,70878.0,N/A,HG02615,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,92.07,N/A,N/A,0.0,HG02615,GB29,female,GWD,AFR,YR2,77240319585
8.96,0.0,0.98,0.09,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313824,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26237508,N/A,N/A,N/A,29.54,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02615,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.282447,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,70070.0,N/A,HG02615,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,97.5,N/A,N/A,0.0,HG02615,GB29,female,GWD,AFR,YR2,81759080234
8.67,0.01,2.06,0.42,0.13,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313832,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267378,N/A,N/A,N/A,18.35,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG00642,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.295302,s3://human-pangenomics/working/HPRC/HG00642/raw_data/nanopore/guppy_6/08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,94988.0,N/A,HG00642,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,60.56,N/A,N/A,23.0,HG00642,PR04,male,PUR,AMR,YR2,50587420911
3.37,0.0,0.4,0.04,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313824,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26237508,N/A,N/A,N/A,11.35,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02615,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.352641,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,68679.0,N/A,HG02615,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,37.46,N/A,N/A,0.0,HG02615,GB29,female,GWD,AFR,YR2,31493464527
3.34,0.01,0.66,0.2,0.09,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313838,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26267383,N/A,N/A,N/A,10.77,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG02647,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.364914,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,67975.0,N/A,HG02647,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,35.55,N/A,N/A,22.0,HG02647,GB38,male,GWD,AFR,YR2,30140859539
5.9,0.0,0.94,0.18,0.06,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313838,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26267383,N/A,N/A,N/A,17.51,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG02647,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.293523,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,74826.0,N/A,HG02647,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,57.79,N/A,N/A,5.0,HG02647,GB38,male,GWD,AFR,YR2,48645176921
6.51,0.0,0.95,0.16,0.04,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313838,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26267383,N/A,N/A,N/A,19.22,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG02647,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.272442,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,75914.0,N/A,HG02647,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,63.43,N/A,N/A,2.0,HG02647,GB38,male,GWD,AFR,YR2,53257719610
1.24,0.0,0.19,0.04,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313838,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN26267383,N/A,N/A,N/A,3.5,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG02647,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.472454,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,78171.0,N/A,HG02647,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,11.54,N/A,N/A,0.0,HG02647,GB38,male,GWD,AFR,YR2,9681129631
4.43,0.0,0.26,0.02,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26304607,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN37706906,N/A,N/A,N/A,16.56,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02668,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.330569,s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,67467.0,N/A,HG02668,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,54.64,N/A,N/A,1.0,HG02668,GB40,male,GWD,AFR,YR2,46160044296
5.95,0.0,0.4,0.04,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26304607,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN37706906,N/A,N/A,N/A,21.05,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02668,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.319356,s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,69535.0,N/A,HG02668,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,69.45,N/A,N/A,1.0,HG02668,GB40,male,GWD,AFR,YR2,58405066005
4.42,0.0,0.33,0.04,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26304607,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA701308,SAMN37706906,N/A,N/A,N/A,16.41,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_20_21_R941_HG02668,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.343288,s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,67023.0,N/A,HG02668,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,54.16,N/A,N/A,0.0,HG02668,GB40,male,GWD,AFR,YR2,45641951756
2.24,0.0,0.4,0.08,0.02,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN12162846,N/A,N/A,N/A,14.84,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,01_18_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,01_18_23_R941_HG01109_1,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.384677,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_18_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,41823.0,N/A,HG01109,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,48.97,N/A,N/A,0.0,,,,,,,41843756657
4.99,0.0,1.49,0.41,0.11,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN12162846,N/A,N/A,N/A,13.2,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,01_18_23_R941_HG01109_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,01_18_23_R941_HG01109_4,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.390555,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_18_23_R941_HG01109_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,75746.0,N/A,HG01109,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,43.57,N/A,N/A,1.0,,,,,,,36678704210
2.21,0.0,0.02,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN12162846,N/A,N/A,N/A,20.63,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,01_24_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,01_24_23_R941_HG01109_1,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.378176,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_24_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,53014.0,N/A,HG01109,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,68.07,N/A,N/A,0.0,,,,,,,57595469894
1.8,0.0,0.01,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN12162846,N/A,N/A,N/A,17.17,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,01_24_23_R941_HG01109_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,01_24_23_R941_HG01109_2,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.368459,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_24_23_R941_HG01109_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,52521.0,N/A,HG01109,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,56.66,N/A,N/A,1.0,,,,,,,47845970344
1.92,0.0,0.02,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN12162846,N/A,N/A,N/A,17.05,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,01_24_23_R941_HG01109_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,01_24_23_R941_HG01109_3,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.37369,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_24_23_R941_HG01109_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,54099.0,N/A,HG01109,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,56.27,N/A,N/A,0.0,,,,,,,47401600351
6.86,0.0,1.66,0.35,0.07,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN12162846,N/A,N/A,N/A,18.44,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,02_01_2023_R941_HG01109_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,02_01_2023_R941_HG01109,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.39636,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/02_01_2023_R941_HG01109_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,77254.0,N/A,HG01109,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,60.86,N/A,N/A,2.0,,,,,,,50790390109
8.06,0.0,1.81,0.27,0.05,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN13957942,N/A,N/A,N/A,18.44,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,04_19_22_R941_HG02080_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,04_19_22_R941_HG02080_1_1,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.336567,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,88690.0,N/A,HG02080,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,60.86,N/A,N/A,0.0,,,,,,,50672307736
7.56,0.0,1.64,0.26,0.05,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.5.7,N/A,PRJNA731524,SAMN13957942,N/A,N/A,N/A,17.96,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,04_19_22_R941_HG02080_1_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,"University of California, Santa Cruz",PromethION,N/A,N/A,N/A,04_19_22_R941_HG02080_1_2,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.337043,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_1_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_PLUS_nanopore,N/A,N/A,N/A,85882.0,N/A,HG02080,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP320775,N/A,59.26,N/A,N/A,0.0,,,,,,,49550063102
